,id,date,variable,value
4512,AS14.09,2014-04-06,appCat.entertainment,3578.599000000001
4513,AS14.09,2014-04-06,appCat.finance,51.71
4514,AS14.09,2014-04-06,appCat.office,4.025
4515,AS14.09,2014-04-06,appCat.other,52.748999999999995
4516,AS14.09,2014-04-06,appCat.social,260.428
4517,AS14.09,2014-04-06,appCat.unknown,4.098
4518,AS14.09,2014-04-06,appCat.utilities,22.322000000000003
4519,AS14.09,2014-04-06,appCat.weather,24.224
4520,AS14.09,2014-04-07,mood,6.2
4521,AS14.09,2014-04-07,circumplex.arousal,-0.5
4522,AS14.09,2014-04-07,circumplex.valence,0.0
4523,AS14.09,2014-04-07,activity,1.8750000000000009
4524,AS14.09,2014-04-07,screen,5353.679001808165
4525,AS14.09,2014-04-07,appCat.builtin,174.613
4526,AS14.09,2014-04-07,appCat.communication,2635.4200000000005
4527,AS14.09,2014-04-07,appCat.entertainment,1657.5469999999993
4528,AS14.09,2014-04-07,appCat.finance,76.338
4529,AS14.09,2014-04-07,appCat.office,3.043
4530,AS14.09,2014-04-07,appCat.other,63.722
4531,AS14.09,2014-04-07,appCat.social,301.159
4532,AS14.09,2014-04-07,appCat.travel,348.162
4533,AS14.09,2014-04-07,appCat.weather,90.352
4534,AS14.09,2014-04-08,mood,7.2
4535,AS14.09,2014-04-08,circumplex.arousal,0.0
4536,AS14.09,2014-04-08,circumplex.valence,0.6
4537,AS14.09,2014-04-08,activity,2.0749999999999997
4538,AS14.09,2014-04-08,screen,4055.7270002365126
4539,AS14.09,2014-04-08,sms,1.0
4540,AS14.09,2014-04-08,appCat.builtin,219.268
4541,AS14.09,2014-04-08,appCat.communication,1722.9770000000003
4542,AS14.09,2014-04-08,appCat.entertainment,17314.980999999996
4543,AS14.09,2014-04-08,appCat.finance,160.191
4544,AS14.09,2014-04-08,appCat.office,1.032
4545,AS14.09,2014-04-08,appCat.other,65.994
4546,AS14.09,2014-04-08,appCat.social,34.371
4547,AS14.09,2014-04-08,appCat.travel,389.942
4548,AS14.09,2014-04-09,mood,6.5
4549,AS14.09,2014-04-09,circumplex.arousal,0.25
4550,AS14.09,2014-04-09,circumplex.valence,0.25
4551,AS14.09,2014-04-09,activity,0.716666666666667
4552,AS14.09,2014-04-09,screen,4303.1010003089905
4553,AS14.09,2014-04-09,call,3.0
4554,AS14.09,2014-04-09,appCat.builtin,455.006
4555,AS14.09,2014-04-09,appCat.communication,1715.1350000000004
4556,AS14.09,2014-04-09,appCat.entertainment,2041.4039999999995
4557,AS14.09,2014-04-09,appCat.finance,23.372
4558,AS14.09,2014-04-09,appCat.other,29.333999999999996
4559,AS14.09,2014-04-09,appCat.social,28.381999999999998
4560,AS14.09,2014-04-09,appCat.travel,26.014
4561,AS14.09,2014-04-10,mood,6.0
4562,AS14.09,2014-04-10,circumplex.arousal,0.75
4563,AS14.09,2014-04-10,circumplex.valence,0.0
4564,AS14.09,2014-04-10,activity,0.42500000000000004
4565,AS14.09,2014-04-10,screen,2158.587001562118
4566,AS14.09,2014-04-10,call,1.0
4567,AS14.09,2014-04-10,appCat.builtin,116.38900000000001
4568,AS14.09,2014-04-10,appCat.communication,826.8670000000001
4569,AS14.09,2014-04-10,appCat.entertainment,921.5539999999997
4570,AS14.09,2014-04-10,appCat.other,19.387
4571,AS14.09,2014-04-10,appCat.social,196.27100000000002
4572,AS14.09,2014-04-10,appCat.unknown,77.658
4573,AS14.09,2014-04-10,appCat.utilities,2.019
4574,AS14.09,2014-04-11,mood,6.8
4575,AS14.09,2014-04-11,circumplex.arousal,0.0
4576,AS14.09,2014-04-11,circumplex.valence,0.6
4577,AS14.09,2014-04-11,activity,0.7999999999999999
4578,AS14.09,2014-04-11,screen,5562.076999187466
4579,AS14.09,2014-04-11,appCat.builtin,2.008
4580,AS14.09,2014-04-11,appCat.communication,765.301
4581,AS14.09,2014-04-11,appCat.entertainment,690.9629999999999
4582,AS14.09,2014-04-11,appCat.finance,23.749000000000002
4583,AS14.09,2014-04-11,appCat.other,19.296
4584,AS14.09,2014-04-11,appCat.travel,598.908
4585,AS14.09,2014-04-11,appCat.unknown,153.30700000000002
4586,AS14.09,2014-04-12,mood,7.0
4587,AS14.09,2014-04-12,circumplex.arousal,0.0
4588,AS14.09,2014-04-12,circumplex.valence,0.8
4589,AS14.09,2014-04-12,activity,0.625
4590,AS14.09,2014-04-12,screen,2841.563000202179
4591,AS14.09,2014-04-12,call,2.0
4592,AS14.09,2014-04-12,appCat.communication,1664.7170000000003
4593,AS14.09,2014-04-12,appCat.entertainment,1146.349
4594,AS14.09,2014-04-12,appCat.other,52.751999999999995
4595,AS14.09,2014-04-12,appCat.utilities,59.098000000000006
4596,AS14.09,2014-04-13,mood,6.0
4597,AS14.09,2014-04-13,circumplex.arousal,-0.8
4598,AS14.09,2014-04-13,circumplex.valence,0.0
4599,AS14.09,2014-04-13,activity,1.0333333333333332
4600,AS14.09,2014-04-13,screen,1216.8459997177124
4601,AS14.09,2014-04-13,sms,1.0
4602,AS14.09,2014-04-13,appCat.builtin,12.187
4603,AS14.09,2014-04-13,appCat.communication,503.45700000000005
4604,AS14.09,2014-04-13,appCat.entertainment,273.8819999999999
4605,AS14.09,2014-04-13,appCat.other,15.208
4606,AS14.09,2014-04-13,appCat.travel,411.041
4607,AS14.09,2014-04-13,appCat.utilities,1.008
4608,AS14.09,2014-04-14,mood,5.8
4609,AS14.09,2014-04-14,circumplex.arousal,-0.2
4610,AS14.09,2014-04-14,circumplex.valence,-0.2
4611,AS14.09,2014-04-14,activity,0.41666666666666596
4612,AS14.09,2014-04-14,screen,823.1890001296997
4613,AS14.09,2014-04-14,call,1.0
4614,AS14.09,2014-04-14,sms,1.0
4615,AS14.09,2014-04-14,appCat.builtin,75.483
4616,AS14.09,2014-04-14,appCat.communication,186.68600000000004
4617,AS14.09,2014-04-14,appCat.entertainment,482.67
4618,AS14.09,2014-04-14,appCat.office,5.029
4619,AS14.09,2014-04-14,appCat.other,25.479
4620,AS14.09,2014-04-14,appCat.travel,77.72
4621,AS14.09,2014-04-15,mood,6.0
4622,AS14.09,2014-04-15,circumplex.arousal,0.0
4623,AS14.09,2014-04-15,circumplex.valence,0.0
4624,AS14.09,2014-04-15,activity,0.7083333333333335
4625,AS14.09,2014-04-15,screen,1799.8969995975488
4626,AS14.09,2014-04-15,call,1.0
4627,AS14.09,2014-04-15,sms,1.0
4628,AS14.09,2014-04-15,appCat.builtin,120.66499999999999
4629,AS14.09,2014-04-15,appCat.communication,595.632
4630,AS14.09,2014-04-15,appCat.entertainment,1042.797
4631,AS14.09,2014-04-15,appCat.finance,148.776
4632,AS14.09,2014-04-15,appCat.other,11.277000000000001
4633,AS14.09,2014-04-16,mood,5.5
4634,AS14.09,2014-04-16,circumplex.arousal,-0.5
4635,AS14.09,2014-04-16,circumplex.valence,-0.25
4636,AS14.09,2014-04-16,activity,0.1090909090909091
4637,AS14.09,2014-04-16,screen,588.7820003032683
4638,AS14.09,2014-04-16,appCat.builtin,10.120999999999999
4639,AS14.09,2014-04-16,appCat.communication,262.839
4640,AS14.09,2014-04-16,appCat.entertainment,419.4920000000001
4641,AS14.09,2014-04-16,appCat.other,29.612
4642,AS14.09,2014-04-17,mood,7.0
4643,AS14.09,2014-04-17,circumplex.arousal,0.0
4644,AS14.09,2014-04-17,circumplex.valence,0.75
4645,AS14.09,2014-04-17,activity,2.0986742424242424
4646,AS14.09,2014-04-17,screen,2211.4480004310594
4647,AS14.09,2014-04-17,call,1.0
4648,AS14.09,2014-04-17,sms,1.0
4649,AS14.09,2014-04-17,appCat.builtin,31.595999999999997
4650,AS14.09,2014-04-17,appCat.communication,1268.0370000000003
4651,AS14.09,2014-04-17,appCat.entertainment,651.9979999999997
4652,AS14.09,2014-04-17,appCat.finance,36.512
4653,AS14.09,2014-04-17,appCat.other,32.259
4654,AS14.09,2014-04-17,appCat.travel,43.02400000000001
4655,AS14.09,2014-04-17,appCat.unknown,151.64100000000002
4656,AS14.09,2014-04-17,appCat.utilities,5.106999999999999
4657,AS14.09,2014-04-18,mood,6.6
4658,AS14.09,2014-04-18,circumplex.arousal,-1.2
4659,AS14.09,2014-04-18,circumplex.valence,0.6
4660,AS14.09,2014-04-18,activity,1.2621212121212124
4661,AS14.09,2014-04-18,screen,2364.1620001792908
4662,AS14.09,2014-04-18,call,2.0
4663,AS14.09,2014-04-18,sms,1.0
4664,AS14.09,2014-04-18,appCat.builtin,130.091
4665,AS14.09,2014-04-18,appCat.communication,516.4950000000001
4666,AS14.09,2014-04-18,appCat.entertainment,1488.6919999999993
4667,AS14.09,2014-04-18,appCat.finance,80.219
4668,AS14.09,2014-04-18,appCat.office,72.352
4669,AS14.09,2014-04-18,appCat.other,12.052999999999999
4670,AS14.09,2014-04-18,appCat.social,38.117000000000004
4671,AS14.09,2014-04-18,appCat.travel,22.127
4672,AS14.09,2014-04-18,appCat.utilities,3.0109999999999997
4673,AS14.09,2014-04-19,mood,8.0
4674,AS14.09,2014-04-19,circumplex.arousal,0.25
4675,AS14.09,2014-04-19,circumplex.valence,1.0
4676,AS14.09,2014-04-19,activity,1.5840909090909092
4677,AS14.09,2014-04-19,screen,1896.4769990444192
4678,AS14.09,2014-04-19,appCat.builtin,13.157
4679,AS14.09,2014-04-19,appCat.communication,761.494
4680,AS14.09,2014-04-19,appCat.entertainment,584.2470000000001
4681,AS14.09,2014-04-19,appCat.office,4.0280000000000005
4682,AS14.09,2014-04-19,appCat.other,20.803
4683,AS14.09,2014-04-19,appCat.social,36.476
4684,AS14.09,2014-04-19,appCat.travel,475.38599999999997
4685,AS14.09,2014-04-20,mood,6.25
4686,AS14.09,2014-04-20,circumplex.arousal,0.0
4687,AS14.09,2014-04-20,circumplex.valence,0.25
4688,AS14.09,2014-04-20,activity,0.664772727272727
4689,AS14.09,2014-04-20,screen,421.08100032806396
4690,AS14.09,2014-04-20,appCat.builtin,2.012
4691,AS14.09,2014-04-20,appCat.communication,248.20999999999998
4692,AS14.09,2014-04-20,appCat.entertainment,208.96999999999997
4693,AS14.09,2014-04-20,appCat.social,267.892
4694,AS14.09,2014-04-20,appCat.travel,61.328
4695,AS14.09,2014-04-21,mood,6.5
4696,AS14.09,2014-04-21,circumplex.arousal,-1.0
4697,AS14.09,2014-04-21,circumplex.valence,0.5
4698,AS14.09,2014-04-21,activity,0.27556818181818193
4699,AS14.09,2014-04-21,screen,848.1339998245236
4700,AS14.09,2014-04-21,call,2.0
4701,AS14.09,2014-04-21,appCat.builtin,66.726
4702,AS14.09,2014-04-21,appCat.communication,66.779
4703,AS14.09,2014-04-21,appCat.entertainment,554.8820000000001
4704,AS14.09,2014-04-21,appCat.finance,32.885999999999996
4705,AS14.09,2014-04-21,appCat.other,16.339
4706,AS14.09,2014-04-21,appCat.unknown,108.031
4707,AS14.09,2014-04-21,appCat.utilities,2.205
4708,AS14.09,2014-04-22,mood,6.6
4709,AS14.09,2014-04-22,circumplex.arousal,-0.2
4710,AS14.09,2014-04-22,circumplex.valence,0.4
4711,AS14.09,2014-04-22,activity,0.7727272727272726
4712,AS14.09,2014-04-22,screen,2612.3979995250684
4713,AS14.09,2014-04-22,call,15.0
4714,AS14.09,2014-04-22,appCat.builtin,814.349
4715,AS14.09,2014-04-22,appCat.communication,835.9220000000001
4716,AS14.09,2014-04-22,appCat.entertainment,1426.935
4717,AS14.09,2014-04-22,appCat.social,26.468000000000004
4718,AS14.09,2014-04-23,mood,6.333333333333333
4719,AS14.09,2014-04-23,circumplex.arousal,-0.3333333333333333
4720,AS14.09,2014-04-23,circumplex.valence,0.3333333333333333
4721,AS14.09,2014-04-23,activity,0.4706439393939394
4722,AS14.09,2014-04-23,screen,2925.293999671936
4723,AS14.09,2014-04-23,call,2.0
4724,AS14.09,2014-04-23,sms,2.0
4725,AS14.09,2014-04-23,appCat.builtin,810.732
4726,AS14.09,2014-04-23,appCat.communication,765.12
4727,AS14.09,2014-04-23,appCat.entertainment,1200.4119999999998
4728,AS14.09,2014-04-23,appCat.finance,71.327
4729,AS14.09,2014-04-23,appCat.other,23.765
4730,AS14.09,2014-04-23,appCat.social,28.135
4731,AS14.09,2014-04-23,appCat.unknown,30.26
4732,AS14.09,2014-04-24,mood,7.2
4733,AS14.09,2014-04-24,circumplex.arousal,0.2
4734,AS14.09,2014-04-24,circumplex.valence,1.0
4735,AS14.09,2014-04-24,activity,0.6304924242424241
4736,AS14.09,2014-04-24,screen,763.8369996547699
4737,AS14.09,2014-04-24,call,5.0
4738,AS14.09,2014-04-24,appCat.builtin,23.392
4739,AS14.09,2014-04-24,appCat.communication,302.979
4740,AS14.09,2014-04-24,appCat.entertainment,422.5449999999998
4741,AS14.09,2014-04-24,appCat.other,7.085
4742,AS14.09,2014-04-24,appCat.travel,4.024
4743,AS14.09,2014-04-24,appCat.weather,5.032
4744,AS14.09,2014-04-25,mood,7.25
4745,AS14.09,2014-04-25,circumplex.arousal,0.25
4746,AS14.09,2014-04-25,circumplex.valence,1.0
4747,AS14.09,2014-04-25,activity,1.853030303030303
4748,AS14.09,2014-04-25,screen,1263.7550008296964
4749,AS14.09,2014-04-25,appCat.builtin,4.023
4750,AS14.09,2014-04-25,appCat.communication,644.2679999999999
4751,AS14.09,2014-04-25,appCat.entertainment,976.6480000000004
4752,AS14.09,2014-04-25,appCat.finance,47.888999999999996
4753,AS14.09,2014-04-25,appCat.other,25.512999999999998
4754,AS14.09,2014-04-25,appCat.unknown,71.26
4755,AS14.09,2014-04-25,appCat.weather,14.065999999999999
4756,AS14.09,2014-04-26,mood,8.0
4757,AS14.09,2014-04-26,circumplex.arousal,0.0
4758,AS14.09,2014-04-26,circumplex.valence,1.0
4759,AS14.09,2014-04-26,activity,1.9848484848484855
4760,AS14.09,2014-04-26,screen,1797.34500002861
4761,AS14.09,2014-04-26,appCat.builtin,74.732
4762,AS14.09,2014-04-26,appCat.communication,1051.7220000000002
4763,AS14.09,2014-04-26,appCat.entertainment,404.5199999999999
4764,AS14.09,2014-04-26,appCat.finance,203.255
4765,AS14.09,2014-04-26,appCat.other,38.775000000000006
4766,AS14.09,2014-04-26,appCat.social,8.226
4767,AS14.09,2014-04-26,appCat.weather,25.462
4768,AS14.09,2014-04-27,mood,6.25
4769,AS14.09,2014-04-27,circumplex.arousal,-1.0
4770,AS14.09,2014-04-27,circumplex.valence,0.25
4771,AS14.09,2014-04-28,mood,6.6
4772,AS14.09,2014-04-28,circumplex.arousal,0.0
4773,AS14.09,2014-04-28,circumplex.valence,0.6
4774,AS14.09,2014-04-29,mood,6.75
4775,AS14.09,2014-04-29,circumplex.arousal,-0.5
4776,AS14.09,2014-04-29,circumplex.valence,0.5
4777,AS14.09,2014-04-30,mood,7.0
4778,AS14.09,2014-04-30,circumplex.arousal,-0.5
4779,AS14.09,2014-04-30,circumplex.valence,0.75
4780,AS14.09,2014-05-01,mood,7.5
4781,AS14.09,2014-05-01,circumplex.arousal,-0.25
4782,AS14.09,2014-05-01,circumplex.valence,0.75
4783,AS14.09,2014-05-02,mood,7.6
4784,AS14.09,2014-05-02,circumplex.arousal,0.0
4785,AS14.09,2014-05-02,circumplex.valence,0.8
4786,AS14.09,2014-05-03,mood,7.75
4787,AS14.09,2014-05-03,circumplex.arousal,0.25
4788,AS14.09,2014-05-03,circumplex.valence,0.75
4789,AS14.09,2014-05-04,mood,6.6
4790,AS14.09,2014-05-04,circumplex.arousal,0.2
4791,AS14.09,2014-05-04,circumplex.valence,0.4
4792,AS14.09,2014-05-05,mood,6.0
4793,AS14.09,2014-05-05,circumplex.arousal,-1.0
4794,AS14.09,2014-05-05,circumplex.valence,0.5
4795,AS14.12,2014-02-19,sms,1.0
4796,AS14.12,2014-02-20,call,1.0
4797,AS14.12,2014-02-21,call,2.0
4798,AS14.12,2014-02-22,call,4.0
4799,AS14.12,2014-02-23,call,2.0
4800,AS14.12,2014-02-24,call,2.0
4801,AS14.12,2014-02-26,call,9.0
4802,AS14.12,2014-02-26,sms,1.0
4803,AS14.12,2014-02-27,call,3.0
4804,AS14.12,2014-02-28,call,2.0
4805,AS14.12,2014-03-01,call,5.0
4806,AS14.12,2014-03-02,call,1.0
4807,AS14.12,2014-03-03,call,1.0
4808,AS14.12,2014-03-04,call,2.0
4809,AS14.12,2014-03-05,sms,1.0
4810,AS14.12,2014-03-07,call,8.0
4811,AS14.12,2014-03-07,sms,7.0
4812,AS14.12,2014-03-08,call,4.0
4813,AS14.12,2014-03-08,sms,1.0
4814,AS14.12,2014-03-09,sms,1.0
4815,AS14.12,2014-03-10,call,2.0
4816,AS14.12,2014-03-12,call,1.0
4817,AS14.12,2014-03-14,call,5.0
4818,AS14.12,2014-03-14,sms,2.0
4819,AS14.12,2014-03-15,mood,5.5
4820,AS14.12,2014-03-15,circumplex.arousal,0.0
4821,AS14.12,2014-03-15,circumplex.valence,-0.5
4822,AS14.12,2014-03-15,call,4.0
4823,AS14.12,2014-03-15,sms,3.0
4824,AS14.12,2014-03-16,call,2.0
4825,AS14.12,2014-03-18,call,1.0
4826,AS14.12,2014-03-19,call,1.0
4827,AS14.12,2014-03-20,call,1.0
4828,AS14.12,2014-03-21,call,2.0
4829,AS14.12,2014-03-25,call,2.0
4830,AS14.12,2014-03-25,sms,1.0
4831,AS14.12,2014-03-27,mood,7.0
4832,AS14.12,2014-03-27,circumplex.arousal,-0.5
4833,AS14.12,2014-03-27,circumplex.valence,1.0
4834,AS14.12,2014-03-27,activity,1.9277769752883887
4835,AS14.12,2014-03-27,screen,6065.7110004425085
4836,AS14.12,2014-03-27,call,2.0
4837,AS14.12,2014-03-27,appCat.builtin,735.7159999999999
4838,AS14.12,2014-03-27,appCat.communication,930.6489999999999
4839,AS14.12,2014-03-27,appCat.entertainment,207.387
4840,AS14.12,2014-03-27,appCat.other,71.905
4841,AS14.12,2014-03-27,appCat.social,4393.594000000001
4842,AS14.12,2014-03-27,appCat.utilities,5.052
4843,AS14.12,2014-03-28,mood,6.75
4844,AS14.12,2014-03-28,circumplex.arousal,0.0
4845,AS14.12,2014-03-28,circumplex.valence,0.75
4846,AS14.12,2014-03-28,activity,2.6925287356321843
4847,AS14.12,2014-03-28,screen,10478.017000198368
4848,AS14.12,2014-03-28,call,9.0
4849,AS14.12,2014-03-28,appCat.builtin,4855.087000000004
4850,AS14.12,2014-03-28,appCat.communication,2540.570999999999
4851,AS14.12,2014-03-28,appCat.entertainment,3861.5419999999995
4852,AS14.12,2014-03-28,appCat.other,77.908
4853,AS14.12,2014-03-28,appCat.social,3569.372999999999
4854,AS14.12,2014-03-28,appCat.utilities,14.169
4855,AS14.12,2014-03-29,mood,6.75
4856,AS14.12,2014-03-29,circumplex.arousal,1.0
4857,AS14.12,2014-03-29,circumplex.valence,1.0
4858,AS14.12,2014-03-29,activity,3.0258016662702794
4859,AS14.12,2014-03-29,screen,9956.59399938583
4860,AS14.12,2014-03-29,call,5.0
4861,AS14.12,2014-03-29,appCat.builtin,6546.764000000002
4862,AS14.12,2014-03-29,appCat.communication,1318.068
4863,AS14.12,2014-03-29,appCat.entertainment,1001.0590000000002
4864,AS14.12,2014-03-29,appCat.other,51.707
4865,AS14.12,2014-03-29,appCat.social,1167.004
4866,AS14.12,2014-03-29,appCat.travel,101.11800000000001
4867,AS14.12,2014-03-29,appCat.unknown,60.29900000000001
4868,AS14.12,2014-03-29,appCat.utilities,8.120000000000001
4869,AS14.12,2014-03-30,mood,5.8
4870,AS14.12,2014-03-30,circumplex.arousal,-0.2
4871,AS14.12,2014-03-30,circumplex.valence,0.25
4872,AS14.12,2014-03-30,activity,1.1500613936317647
4873,AS14.12,2014-03-30,screen,3085.156000614166
4874,AS14.12,2014-03-30,call,1.0
4875,AS14.12,2014-03-30,appCat.builtin,805.4829999999997
4876,AS14.12,2014-03-30,appCat.communication,790.708
4877,AS14.12,2014-03-30,appCat.entertainment,473.693
4878,AS14.12,2014-03-30,appCat.other,53.669000000000004
4879,AS14.12,2014-03-30,appCat.social,914.5189999999999
4880,AS14.12,2014-03-30,appCat.utilities,15.116999999999997
4881,AS14.12,2014-03-31,mood,6.4
4882,AS14.12,2014-03-31,circumplex.arousal,0.4
4883,AS14.12,2014-03-31,circumplex.valence,0.4
4884,AS14.12,2014-03-31,activity,1.7411157615948414
4885,AS14.12,2014-03-31,screen,3845.627000093461
4886,AS14.12,2014-03-31,call,1.0
4887,AS14.12,2014-03-31,appCat.builtin,954.0350000000001
4888,AS14.12,2014-03-31,appCat.communication,633.7069999999999
4889,AS14.12,2014-03-31,appCat.entertainment,411.651
4890,AS14.12,2014-03-31,appCat.finance,11.04
4891,AS14.12,2014-03-31,appCat.game,11.03
4892,AS14.12,2014-03-31,appCat.office,17.189
4893,AS14.12,2014-03-31,appCat.other,47.557
4894,AS14.12,2014-03-31,appCat.social,939.671
4895,AS14.12,2014-03-31,appCat.travel,772.399
4896,AS14.12,2014-04-01,mood,6.4
4897,AS14.12,2014-04-01,circumplex.arousal,0.4
4898,AS14.12,2014-04-01,circumplex.valence,0.75
4899,AS14.12,2014-04-01,activity,3.3790117162082973
4900,AS14.12,2014-04-01,screen,8892.60899925232
4901,AS14.12,2014-04-01,call,2.0
4902,AS14.12,2014-04-01,appCat.builtin,1334.3879999999995
4903,AS14.12,2014-04-01,appCat.communication,2928.8290000000006
4904,AS14.12,2014-04-01,appCat.entertainment,751.2919999999999
4905,AS14.12,2014-04-01,appCat.finance,55.378
4906,AS14.12,2014-04-01,appCat.game,3.766
4907,AS14.12,2014-04-01,appCat.other,44.646
4908,AS14.12,2014-04-01,appCat.social,3253.437000000001
4909,AS14.12,2014-04-01,appCat.travel,68.07900000000001
4910,AS14.12,2014-04-02,mood,6.0
4911,AS14.12,2014-04-02,circumplex.arousal,-0.4
4912,AS14.12,2014-04-02,circumplex.valence,0.3333333333333333
4913,AS14.12,2014-04-02,activity,3.3823852321492627
4914,AS14.12,2014-04-02,screen,13215.448000431052
4915,AS14.12,2014-04-02,call,3.0
4916,AS14.12,2014-04-02,appCat.builtin,841.6619999999997
4917,AS14.12,2014-04-02,appCat.communication,2319.8669999999997
4918,AS14.12,2014-04-02,appCat.entertainment,759.0949999999999
4919,AS14.12,2014-04-02,appCat.finance,128.498
4920,AS14.12,2014-04-02,appCat.office,397.502
4921,AS14.12,2014-04-02,appCat.other,77.77900000000001
4922,AS14.12,2014-04-02,appCat.social,2587.3720000000003
4923,AS14.12,2014-04-02,appCat.travel,25.71
4924,AS14.12,2014-04-03,mood,5.4
4925,AS14.12,2014-04-03,circumplex.arousal,0.4
4926,AS14.12,2014-04-03,circumplex.valence,0.0
4927,AS14.12,2014-04-03,activity,3.7761904761904757
4928,AS14.12,2014-04-03,screen,10063.44200181961
4929,AS14.12,2014-04-03,call,3.0
4930,AS14.12,2014-04-03,appCat.builtin,2386.1180000000027
4931,AS14.12,2014-04-03,appCat.communication,2760.774999999999
4932,AS14.12,2014-04-03,appCat.entertainment,1194.8059999999998
4933,AS14.12,2014-04-03,appCat.finance,133.62
4934,AS14.12,2014-04-03,appCat.office,848.027
4935,AS14.12,2014-04-03,appCat.other,40.63
4936,AS14.12,2014-04-03,appCat.social,4213.196999999999
4937,AS14.12,2014-04-03,appCat.travel,373.78600000000006
4938,AS14.12,2014-04-04,mood,6.5
4939,AS14.12,2014-04-04,circumplex.arousal,0.75
4940,AS14.12,2014-04-04,circumplex.valence,0.6666666666666666
4941,AS14.12,2014-04-04,activity,3.330717371694441
4942,AS14.12,2014-04-04,screen,7406.303998708725
4943,AS14.12,2014-04-04,call,8.0
4944,AS14.12,2014-04-04,sms,3.0
4945,AS14.12,2014-04-04,appCat.builtin,1238.8330000000008
4946,AS14.12,2014-04-04,appCat.communication,1244.954
4947,AS14.12,2014-04-04,appCat.entertainment,359.466
4948,AS14.12,2014-04-04,appCat.office,525.1369999999998
4949,AS14.12,2014-04-04,appCat.other,45.5
4950,AS14.12,2014-04-04,appCat.social,2331.898
4951,AS14.12,2014-04-04,appCat.travel,1689.1170000000006
4952,AS14.12,2014-04-05,mood,6.2
4953,AS14.12,2014-04-05,circumplex.arousal,0.0
4954,AS14.12,2014-04-05,circumplex.valence,0.4
4955,AS14.12,2014-04-05,activity,3.607159522324873
4956,AS14.12,2014-04-05,screen,4866.7180008888245
4957,AS14.12,2014-04-05,call,3.0
4958,AS14.12,2014-04-05,sms,1.0
4959,AS14.12,2014-04-05,appCat.builtin,1613.1799999999994
4960,AS14.12,2014-04-05,appCat.communication,212.44
4961,AS14.12,2014-04-05,appCat.entertainment,1451.876
4962,AS14.12,2014-04-05,appCat.finance,39.611
4963,AS14.12,2014-04-05,appCat.game,4.0089999999999995
4964,AS14.12,2014-04-05,appCat.other,66.791
4965,AS14.12,2014-04-05,appCat.social,2087.258
4966,AS14.12,2014-04-05,appCat.travel,214.084
4967,AS14.12,2014-04-06,mood,6.25
4968,AS14.12,2014-04-06,circumplex.arousal,0.25
4969,AS14.12,2014-04-06,circumplex.valence,0.75
4970,AS14.12,2014-04-06,activity,2.0930668673615727
4971,AS14.12,2014-04-06,screen,2818.029000282286
4972,AS14.12,2014-04-06,appCat.builtin,567.62
4973,AS14.12,2014-04-06,appCat.communication,165.981
4974,AS14.12,2014-04-06,appCat.entertainment,636.3249999999999
4975,AS14.12,2014-04-06,appCat.other,39.345
4976,AS14.12,2014-04-06,appCat.social,1061.8390000000002
4977,AS14.12,2014-04-06,appCat.travel,346.34400000000005
4978,AS14.12,2014-04-07,mood,6.4
4979,AS14.12,2014-04-07,circumplex.arousal,0.2
4980,AS14.12,2014-04-07,circumplex.valence,1.0
4981,AS14.12,2014-04-07,activity,3.0157228645602085
4982,AS14.12,2014-04-07,screen,5998.457000255585
4983,AS14.12,2014-04-07,appCat.builtin,1598.4450000000004
4984,AS14.12,2014-04-07,appCat.communication,654.4440000000002
4985,AS14.12,2014-04-07,appCat.entertainment,777.991
4986,AS14.12,2014-04-07,appCat.finance,49.379
4987,AS14.12,2014-04-07,appCat.game,108.33800000000001
4988,AS14.12,2014-04-07,appCat.office,5.0360000000000005
4989,AS14.12,2014-04-07,appCat.other,59.736000000000004
4990,AS14.12,2014-04-07,appCat.social,2723.0260000000003
4991,AS14.12,2014-04-07,appCat.travel,248.58500000000004
4992,AS14.12,2014-04-07,appCat.utilities,42.898
4993,AS14.12,2014-04-08,mood,6.25
4994,AS14.12,2014-04-08,circumplex.arousal,0.0
4995,AS14.12,2014-04-08,circumplex.valence,0.25
4996,AS14.12,2014-04-08,activity,2.82371931823577
4997,AS14.12,2014-04-08,screen,7995.54100036621
4998,AS14.12,2014-04-08,call,2.0
4999,AS14.12,2014-04-08,appCat.builtin,3070.942000000001
5000,AS14.12,2014-04-08,appCat.communication,1390.5900000000001
5001,AS14.12,2014-04-08,appCat.entertainment,1452.7679999999998
5002,AS14.12,2014-04-08,appCat.finance,196.12099999999998
5003,AS14.12,2014-04-08,appCat.office,98.882
5004,AS14.12,2014-04-08,appCat.other,44.583000000000006
5005,AS14.12,2014-04-08,appCat.social,3365.6449999999995
5006,AS14.12,2014-04-08,appCat.travel,117.34400000000001
5007,AS14.12,2014-04-09,mood,5.25
5008,AS14.12,2014-04-09,circumplex.arousal,0.0
5009,AS14.12,2014-04-09,circumplex.valence,-0.5
5010,AS14.12,2014-04-09,activity,3.972401497057019
5011,AS14.12,2014-04-09,screen,11045.185998439789
5012,AS14.12,2014-04-09,appCat.builtin,30519.81799999998
5013,AS14.12,2014-04-09,appCat.communication,1768.8439999999998
5014,AS14.12,2014-04-09,appCat.entertainment,2337.654
5015,AS14.12,2014-04-09,appCat.finance,38.118
5016,AS14.12,2014-04-09,appCat.game,179.813
5017,AS14.12,2014-04-09,appCat.office,179.947
5018,AS14.12,2014-04-09,appCat.other,41.01
